gene1,gene2,corr
EP300,MRPL55,0.6425819089526281
EP300,TMUB1,0.6399178019376618
EP300,THOC6,0.6084735804775186
EP300,CCDC117,0.7112802017751512
EP300,ATXN1L,0.6193223695410334
EP300,PIAS1,0.606582383569591
EP300,SMG6,0.6019187126811303
EP300,RELL1,0.6105038400380575
EP300,TSR3,0.6569866859692982
EP300,MRPL23,0.615557498772355
EP300,COPE,0.6052973075816847
EP300,FNBP1P1,0.6014479917841394
EP300,NDUFB10,0.6184968935725558
EP300,SIRT6,0.6301296594824333
EP300,C1orf122,0.6010413963631502
EP300,POMK,0.6281569122182887
EP300,CHD6,0.6254753565474964
EP300,GUK1,0.6249260712541435
EP300,DGUOK,0.6542536872449441
EP300,NUBP2,0.6093049854669936
EP300,SYNE2,0.6199328668719892
EP300,TBC1D14,0.6555798929733401
EP300,XRN1,0.6305116199465639
EP300,KDM3B,0.6017283008283107
EP300,RAPH1,0.7519111586793772
EP300,HMGXB4,0.7195924040696504
EP300,OTUD4,0.6475503883252518
EP300,UQCC3,0.613628396017257
EP300,PHIP,0.6037517619678338
EP300,NDUFB8,0.6195990618433301
EP300,CCNK,0.6182622977931367
EP300,POLR2I,0.6306555602928122
EP300,UBR3,0.614174910802802
EP300,RPP21,0.6128334354182723
EP300,AC092881.1,0.650671300255776
EP300,LTN1,0.6501192734695393
EP300,SSNA1,0.636384630750323
EP300,ZNF510,0.6026167161983909
EP300,ERCC6L2,0.6304651115493148
EP300,MKLN1,0.6373515997990046
EP300,KIAA1109,0.6834304265784734
EP300,PLEKHJ1,0.6228716864496875
EP300,C19orf53,0.6049807555168548
EP300,ALKBH4,0.6042282002212367
EP300,SEC24B,0.6095107013885345
EP300,SURF2,0.6517754141800363
EP300,DENND4C,0.6995121164450931
EP300,RIF1,0.6491462744462855
EP300,BOD1L1,0.7254127894707021
EP300,NR2C2,0.7241861822606074
EP300,MBD3,0.6098188771389698
EP300,FIS1,0.6071059472789959
EP300,AFF4,0.6317081479147642
EP300,PIK3C2A,0.6700980972134551
EP300,TRAPPC8,0.6189771504604239
EP300,HEATR5B,0.6562163937616515
EP300,GADD45GIP1,0.6425040537964858
EP300,ASXL2,0.7268193572325535
EP300,ZNF490,0.7027107349128852
EP300,SRA1,0.6026888233625467
EP300,LSM7,0.6532690591031131
EP300,ALG11,0.6185684429728021
EP300,GNL3L,0.6059156032181825
EP300,BLOC1S1,0.6791726371051098
EP300,SEC24C,0.6469521310132911
EP300,TCP11L2,0.6831452724107094
EP300,ACAP2,0.6189134521844467
EP300,RAPGEF2,0.6189353836756751
EP300,COX5B,0.6216386053025621
EP300,MACF1,0.6237523851675548
EP300,C7orf50,0.6458671927878976
EP300,APAF1,0.6549381368678089
EP300,COMMD4,0.6365595127700747
EP300,NDUFS6,0.6315603588386
EP300,AURKAIP1,0.6385337160729284
EP300,HELZ,0.6476054403447526
EP300,SNRPD2,0.6101440603338081
EP300,BTBD7,0.6047939711741853
EP300,DNAJC13,0.6213723873481793
STRN,FASTK,0.6120104665633644
STRN,ZBTB48,0.605313926161828
STRN,ZNF688,0.6524618680149991
STRN,TSSC4,0.6487747170992755
STRN,CHMP2A,0.6101306421827141
STRN,SBNO1,0.6458479856582211
STRN,UBALD1,0.6148858258874045
STRN,NUDC,0.6116769130002415
STRN,PTPN11,0.622151918466033
STRN,ZNF524,0.6445761265978823
STRN,XPO4,0.624021621595489
STRN,RPL28,0.6505473237979237
STRN,NAA60,0.6160830663230088
STRN,STX17,0.6115175434524628
STRN,ATR,0.6349572591864574
STRN,NDUFS7,0.6366890402896385
STRN,HRAS,0.604108895126289
STRN,ITSN2,0.6680591629830134
STRN,CCDC124,0.6135180963260277
STRN,TMA7,0.6026913296097061
STRN,PRPF31,0.6177178594748899
STRN,MAP3K2,0.6580370175161772
STRN,INAFM1,0.7095441494862196
STRN,PHPT1,0.6850533286953328
STRN,NOSIP,0.6458313883340736
STRN,TMEM222,0.629990942415507
STRN,FKBP2,0.6132676901813057
STRN,JMJD1C,0.6022194305361631
STRN,ATAD2B,0.6895551210932972
STRN,MRPL28,0.6488290068528971
STRN,ANAPC1,0.6832003112376928
STRN,NFAT5,0.6572468580057503
STRN,CLASP1,0.6055797893637161
STRN,ZNF148,0.6718181385601922
STRN,SPAST,0.6619701993947539
STRN,NAA38,0.6200165099278153
STRN,ARL6IP4,0.6067526425532273
STRN,ZNF414,0.6081331587818322
STRN,PFDN5,0.6334107384729949
STRN,DRAP1,0.6285287240257958
STRN,SCAF11,0.6245301773824525
STRN,PRRC2C,0.6202581606862746
STRN,REL,0.659644101994543
STRN,TRAPPC6A,0.6049523878495426
STRN,ANKIB1,0.6259345317178368
STRN,RNH1,0.6043380161541865
STRN,PRPF40A,0.6081031501211039
STRN,FKBP8,0.6283472581211966
STRN,CLOCK,0.6215866985083772
STRN,TMEM160,0.6452444673121807
STRN,ARMC5,0.6095501694499693
STRN,FAU,0.6257716260484869
STRN,UBXN7,0.6313438352235347
STRN,RLIM,0.6131758688030239
STRN,RMND5A,0.6160708139163772
STRN,ITCH,0.6458531150215151
STRN,CCDC12,0.6965526593281116
STRN,SCAND1,0.6503624142848234
STRN,ELOF1,0.6229082523337177
STRN,GTF2I,0.6618340985955478
STRN,USP24,0.6064625335567594
STRN,BAD,0.6250863881728184
STRN,RBM41,0.6074421899765953
STRN,MPG,0.6455103547928114
STRN,SHPRH,0.6695932974969134
STRN,ZNF81,0.6274155092265951
STRN,NBEAL1,0.6633539989688042
STRN,MIB1,0.6386898930741481
STRN,PPM1B,0.6258829893427081
STRN,MZT2B,0.6269204973986945
STRN,PQBP1,0.6019690335492661
STRN,GNPTG,0.621641382829693
STRN,TRIP12,0.627178028739582
STRN,KIDINS220,0.6421548958704105
STRN,POLR2L,0.646781870265194
STRN,ASH1L,0.6437395528713903
STRN,IFT43,0.6409913827998682
STRN,PEX16,0.6357329680337134
STRN,SLC39A13,0.6045678609644495
STRN,LAMTOR4,0.6987657006072115
STRN,DPP7,0.6451806920509483
STRN,ENKD1,0.6359304301290649
STRN,ZNF580,0.6190789001204116
STRN,RFXANK,0.6306401253802923
STRN,PAPOLG,0.6634966187076834
STRN,ADAM17,0.6940408448027877
STRN,NME3,0.6198469994939627
STRN,FAM126B,0.6705383494839479
STRN,NDUFA13,0.6693561375465957
STRN,ZBTB11,0.6136965102872073
STRN,TMEM259,0.6215524870245815
STRN,ZNF507,0.6353650553003528
STRN,FBXL15,0.6511467680843146
STRN,MRPL41,0.6461279229230701
STRN,C11orf68,0.6101206550058955
STRN,CAMSAP2,0.6018383708497308
STRN,PHC3,0.6185609469631101
STRN,HSPBP1,0.626264236900987
STRN,TRAPPC10,0.6521300836296856
STRN,JOSD2,0.6379207440704106
STRN,UBE4A,0.6219460279033877
STRN,NDUFA11,0.6390490325416607
STRN,LENG1,0.6382676682187519
STRN,ZBED6,0.6302577389346612
STRN,SMCHD1,0.6214628358615821
STRN,NDUFA3,0.6227832139545803
STRN,ZFR,0.7150630463833966
STRN,PTOV1,0.6452102523631461
STRN,ALKBH7,0.670367363877671
STRN,NOC4L,0.6014163910870945
STRN,MAP4K3,0.6262542171995643
STRN,ROCK1,0.6144974351782381
STRN,AC000123.2,0.61924652616193
STRN,REV3L,0.6004545162959091
STRN,USP37,0.6989962469072989
STRN,ZNF428,0.6277968095341531
STRN,FBXO11,0.7535515899960613
STRN,ROMO1,0.6022189911879987
STRN,SP3,0.6179729875271358
STRN,MRPL43,0.6296608264433006
STRN,KIF5B,0.6303962821356012
STRN,PIH1D1,0.6211799659238942
STRN,KMT2C,0.6045968348234957
STRN,USP34,0.7715855248685586
STRN,ZYG11B,0.6105012162657019
STRN,DOCK7,0.6333826574638293
STRN,NCKAP1,0.6644524682003883
STRN,OAZ1,0.6359431493315755
STRN,RPL18,0.6128176774591572
STRN,NIPBL,0.6056282450965029
STRN,C12orf57,0.6433173151262299
STRN,SMG1,0.6278434519777806
STRN,SCYL2,0.6246548388008326
STRN,CASP8AP2,0.6358817803663618
STRN,C9orf16,0.6171818611623638
STRN,RPS15,0.6691205635047134
STRN,SOS1,0.7075300772278955
STRN,PRDX5,0.6000907356734427
STRN,DCAF17,0.6297291942775234
STRN,PTAR1,0.6390555321890158
STRN,GOLGA4,0.604473541436672
STRN,NPAT,0.64602336369843
STRN,NR1H2,0.6207772270887603
STRN,CEP350,0.6517943542388297
STRN,ANKRD17,0.633104051208742
STRN,PIKFYVE,0.6581756432300752
STRN,ZNF770,0.660919172274162
STRN,NDUFA2,0.6520829699273712
STRN,ICE1,0.6115303302694651
STRN,PLEKHM3,0.60073860936912
STRN,CHCHD5,0.6173451637795514
STRN,BCL7C,0.6437012134803838
STRN,RPL35,0.6271697951563875
STRN,EDF1,0.7069898579645021
STRN,LRRC58,0.6462136913073863
STRN,ATP13A3,0.6382807495300317
STRN,PGLS,0.6327184785231925
STRN,SMC5,0.6268627408975495
STRN,ZNF644,0.6083792012075503
STRN,SON,0.6260167599264881
STRN,CUEDC2,0.6486061289487179
STRN,NAA25,0.6029866585967356
STRN,NDUFB7,0.66141551222075
STRN,PTPN4,0.6265106250646757
STRN,SUGP1,0.6224926053962141
STRN,HIPK1,0.6030062559564539
STRN,TMEM219,0.6120736286436973
STRN,ASAP2,0.664010913494539
STRN,RNF169,0.6236238900179352
STRN,THAP3,0.6243772026200177
STRN,ZNF292,0.6271542761321417
STRN,NUP153,0.6648724249369635
STRN,MRPL55,0.6111931855311179
STRN,QSER1,0.6663357876980779
STRN,TMUB1,0.6049534280325217
STRN,SSBP4,0.6523681765373771
STRN,PKN2,0.6097342672396513
STRN,PUM2,0.7048065867394899
STRN,TSR3,0.6388128079179345
STRN,MRPL23,0.6022228612098519
STRN,PREPL,0.6168055032362552
STRN,COPE,0.6230167948790521
STRN,DGCR6L,0.6758802713559822
STRN,COG5,0.6420206759977345
STRN,SIRT6,0.6709436166538589
STRN,UBXN1,0.6258999063511153
STRN,POMK,0.6273093074417122
STRN,MRPL54,0.6734845134681425
STRN,INO80D,0.6118365372244309
STRN,NUBP2,0.6205719602249159
STRN,QTRT1,0.6028671837213558
STRN,NUDT14,0.623279758690746
STRN,NT5C,0.6234625856990322
STRN,THAP7,0.6468606318661562
STRN,XRN1,0.6583622717869206
STRN,TIMM13,0.6261648179458936
STRN,RAPH1,0.6488756444102886
STRN,OTUD4,0.6618441613157705
STRN,PHIP,0.6222609048526597
STRN,SERF2,0.6298564984514338
STRN,UBR3,0.6135546675296925
STRN,RPS9,0.6500508594790589
STRN,LTN1,0.6681645097947608
STRN,SSNA1,0.6380342883360379
STRN,ERCC6L2,0.6123956799780812
STRN,MKLN1,0.689953605140373
STRN,GPX1,0.621359180302786
STRN,DENND4C,0.6158941967296533
STRN,RIF1,0.7487793083651684
STRN,NR2C2,0.6261066045718628
STRN,MBD3,0.6165035481761566
STRN,FIS1,0.6208051831382682
STRN,TMEM115,0.6378604709952479
STRN,PIK3C2A,0.6340603632547983
STRN,HEATR5B,0.6843427464043537
STRN,GADD45GIP1,0.6370582517336166
STRN,ASXL2,0.7652255273061036
STRN,B4GALT7,0.6294197030126253
STRN,SLC30A6,0.7294817445952587
STRN,BLOC1S1,0.6640473377101821
STRN,RNF25,0.6295173723571379
STRN,ACAP2,0.6868338866227394
STRN,PEX14,0.6164638119785123
STRN,ALMS1,0.612588611375551
STRN,UBXN6,0.6056050315818339
STRN,C7orf50,0.6318932280292581
STRN,OPA1,0.6082939612545741
STRN,APAF1,0.645869014764373
STRN,COMMD4,0.6713518763619957
STRN,FLYWCH2,0.6039030374297365
STRN,AURKAIP1,0.6407240674146732
STRN,WDR13,0.6098124458966245
STRN,DNAJC13,0.6153923255492278
MNX1,MNX1-AS1,0.7678224250692829
MNX1,MNX1-AS2,0.6733995545612731
KDSR,TMX3,0.621553770230948
KDSR,VPS4B,0.6797672717295016
KDSR,SMAD2,0.6203244567293292
KDSR,SMAD4,0.6215655660571547
PHF6,MED14,0.6215679659175393
PHF6,PRRC2C,0.6049251538684249
PHF6,RLIM,0.6306910811580112
PHF6,SMC4,0.6058963003032567
PHF6,FMR1,0.6305907618244616
PHF6,THOC2,0.6777807333023228
PHF6,ZBTB33,0.6370188801391146
PHF6,ZNF280C,0.7030888159891528
AKT3,CELF2,0.6069175175197208
AKT3,RECK,0.6528766473026263
AKT3,ZEB2,0.6174548888620243
AKT3,MAML2,0.6035172970543735
AKT3,GAS1,0.6159842897249499
AKT3,PDGFRA,0.607009102110583
AKT3,PROS1,0.6243324155926597
AKT3,KCTD12,0.6185843424921823
AKT3,TCF4,0.6072735069298185
AKT3,MSRB3,0.6172805935052657
AKT3,QKI,0.6092303020389278
AKT3,RBMS3,0.6040105344762258
AKT3,ACSL4,0.6101040994208622
AKT3,BACH2,0.6202056783346651
AKT3,FSTL1,0.6157621415210275
AKT3,ADAMTS5,0.6082285198528011
AKT3,STON1,0.617124001402223
AKT3,FAM126A,0.6540174582046099
AKT3,CALD1,0.6343795305365494
AKT3,ETS1,0.6465586745294951
AKT3,PEAK1,0.6024740844427598
AKT3,CCDC80,0.60298829285654
AKT3,BICC1,0.6226389439964041
AKT3,MYLK,0.6086770364754257
AKT3,PTPN14,0.6126517493847
AKT3,DSE,0.6216441890760106
AKT3,ARHGAP31,0.6569329074969309
AKT3,LATS2,0.6346871794334157
AKT3,MAGI2-AS3,0.6344811951550183
AKT3,HEG1,0.6075755053211651
CHEK2,MND1,0.622683284403257
CHEK2,RAD54L,0.6510154138074891
CHEK2,SNRPD3,0.609546216958885
CHEK2,EXO1,0.6715952927438001
CHEK2,GINS1,0.6406150818823572
CHEK2,SUV39H2,0.6374894918819631
CHEK2,PCNA,0.6004165395947602
CHEK2,SKA3,0.6531798029574127
CHEK2,PTTG1,0.6649587274069686
CHEK2,CCNA2,0.6270405800284224
CHEK2,AUNIP,0.6381641897360021
CHEK2,TROAP,0.6305220817042873
CHEK2,CENPW,0.6922682495661399
CHEK2,SPC24,0.648252759404495
CHEK2,TPX2,0.6454397395652041
CHEK2,IGIP,0.601557317221958
CHEK2,MCM3,0.600578690783933
CHEK2,MTFR2,0.6821785849143132
CHEK2,CDT1,0.6251086735880408
CHEK2,TRIP13,0.6851107574502301
CHEK2,CEP55,0.6482916591719255
CHEK2,RAD51AP1,0.6314544759475017
CHEK2,STMN1,0.6567696731077289
CHEK2,AURKB,0.6946265778505466
CHEK2,UBE2C,0.6556582128908743
CHEK2,DBF4,0.6296666022025179
CHEK2,MELK,0.6279174185071571
CHEK2,CENPO,0.6065040695027907
CHEK2,DEPDC1,0.6068566638100567
CHEK2,HDGF,0.6163256734238524
CHEK2,NOP58,0.6225870656261183
CHEK2,ZNF695,0.6037080725976006
CHEK2,CCNB2,0.6559290925408834
CHEK2,ECE2,0.6153228925192741
CHEK2,PHF5A,0.6019295264736259
CHEK2,RFC2,0.6022136584184056
CHEK2,DKC1,0.6018544313476102
CHEK2,KIF18A,0.6244544122146524
CHEK2,GTSE1,0.6604880569272445
CHEK2,CDCA2,0.626159555592092
CHEK2,KIF18B,0.6106158067191402
CHEK2,MCM10,0.6460383125524155
CHEK2,ARHGEF39,0.6090941037725266
CHEK2,CKS1B,0.6490476759412757
CHEK2,BUB1,0.6139071139358525
CHEK2,OIP5,0.6294332271034014
CHEK2,ORC6,0.6479045659315268
CHEK2,RAD51,0.660484352736927
CHEK2,RANBP1,0.7205591667893821
CHEK2,TTK,0.670495987356651
CHEK2,MYBL2,0.6572289410680864
CHEK2,ORC1,0.6461325051411252
CHEK2,PDSS1,0.6610946701240011
CHEK2,CDC25A,0.6542457141522569
CHEK2,TICRR,0.613808246902083
CHEK2,E2F2,0.6355545049077207
CHEK2,CDC45,0.7234630738192193
CHEK2,KIFC1,0.6566249034716647
CHEK2,CENPA,0.6461286469298866
CHEK2,CHEK1,0.6517759481704715
CHEK2,DEPDC1B,0.6025497793642608
CHEK2,ZWINT,0.6005221841212157
CHEK2,PLK1,0.6393471432994876
CHEK2,DLGAP5,0.6023408040938691
CHEK2,CDCA3,0.6906984809685023
CHEK2,CENPM,0.6787960115133861
CHEK2,NDC80,0.6538799278122888
CHEK2,PSRC1,0.6142153620176511
CHEK2,FOXM1,0.6353813899204749
CHEK2,NUF2,0.622494693391795
CHEK2,CDK1,0.6262849149603245
CHEK2,CKS2,0.6446339991508897
CHEK2,CDCA5,0.664327897819504
CHEK2,MCM5,0.6216311484499085
CHEK2,HJURP,0.6312232624929206
CHEK2,NCAPG,0.6265940597417072
CHEK2,DSCC1,0.6331429285342343
CHEK2,CDC20,0.6708126467256046
CHEK2,BIRC5,0.6405184682986957
CHEK2,MAD2L1,0.611962490360752
CHEK2,KIF2C,0.6630754767069373
CHEK2,FAM83D,0.6085190336678719
CHEK2,CCNB1,0.6290276802575729
CHEK2,E2F1,0.6201933347006707
CHEK2,CDCA8,0.6504419294208124
CHEK2,MCM2,0.6197593747088037
CHEK2,TYMS,0.6150977797619905
CHEK2,NCAPH,0.652281469322902
CHEK2,RFC4,0.6945295636718694
CHEK2,MCM7,0.6039621592265635
CHEK2,UBE2T,0.6563539653433254
CHEK2,SKA1,0.6700704742767842
MDM2,CAND1,0.6017866391423949
MDM2,MDM1,0.6109758175795413
MDM2,CNOT2,0.6704535578997375
MDM2,SLC35E3,0.7407574608529429
MDM2,FRS2,0.6685609311034376
MDM2,RAB21,0.6503547872258371
TET1,UBXN7,0.6104523565543806
TET1,AMER1,0.6066656102303285
TET1,ZNF507,0.61681662630481
TET1,CCDC96,0.6053248356891949
TET1,NDUFA2,0.6094780124205182
TET1,LRP6,0.6217804780281679
TET1,QSER1,0.6216075173583282
TET1,RIF1,0.6290879721967073
GNA11,NDUFS7,0.6036453340911049
GNA11,C19orf25,0.6001846023158434
GNA11,REXO1,0.6447649944839964
GNA11,EEF2,0.6037965953264535
GNA11,MED16,0.6833281267815267
GNA11,ABHD17A,0.6598754250425591
GNA11,TMEM259,0.6642026079098359
GNA11,DAPK3,0.6361434175324749
GNA11,PIAS4,0.6127599392125127
GNA11,CSNK1G2,0.6735592600881737
GNA11,SGTA,0.6149430168032191
GNA11,BTBD2,0.679860495108331
GNA11,FZR1,0.6650092768649193
GNA11,CACTIN,0.6749131771640186
GNA11,DOHH,0.6136022531327006
GNA11,POLR2E,0.6089589805853681
GNA11,MBD3,0.6337120275924564
GNA11,UBXN6,0.6645058795286047
GNA11,PIP5K1C,0.6234762532213539
KDM5A,FASTK,0.6148016554516463
KDM5A,SBNO1,0.6010442102750078
KDM5A,NDUFS7,0.6045296066107663
KDM5A,CEP192,0.6034294935535163
KDM5A,INAFM1,0.6048221400899088
KDM5A,PHPT1,0.622525565830185
KDM5A,ANAPC1,0.6720444341722543
KDM5A,NFAT5,0.6097643719860454
KDM5A,NFATC3,0.6016112379341172
KDM5A,HIGD2A,0.608354093560756
KDM5A,UBXN7,0.6597475234257304
KDM5A,WNK1,0.7751980514770176
KDM5A,GTF2I,0.6066413967225904
KDM5A,SHPRH,0.6625868420258629
KDM5A,ZNF81,0.6454063624819404
KDM5A,NBEAL1,0.6054156169376084
KDM5A,RECQL,0.6565285878279328
KDM5A,ASH1L,0.6104146316323611
KDM5A,TAF1,0.6111175910735843
KDM5A,NDUFA13,0.6161802779412905
KDM5A,CNOT1,0.650042157662574
KDM5A,ZNF507,0.6115563644293358
KDM5A,MRPL41,0.6514176662773273
KDM5A,TRAPPC10,0.6316079102456539
KDM5A,SMCHD1,0.6273878088913022
KDM5A,ZFR,0.6335042830080598
KDM5A,M6PR,0.6283345679198562
KDM5A,ROCK1,0.6206640456380016
KDM5A,USP37,0.6819894791704926
KDM5A,FBXO11,0.638442214239533
KDM5A,ATF7IP,0.607259009507635
KDM5A,USP34,0.7056181230517224
KDM5A,MDN1,0.6001696198650196
KDM5A,NIPBL,0.6037571358978776
KDM5A,SMG1,0.6314738353006367
KDM5A,CASP8AP2,0.6008019325602594
KDM5A,HUWE1,0.6390956945530745
KDM5A,NDUFA2,0.621101766159933
KDM5A,ICE1,0.6411395322045853
KDM5A,PLEKHM3,0.6098892491865652
KDM5A,EDF1,0.6093117469230726
KDM5A,LRP6,0.6544162597295956
KDM5A,SON,0.6305604385830527
KDM5A,UBR4,0.6055038181746286
KDM5A,RNF169,0.6334696061712002
KDM5A,ZNF292,0.6010863827562655
KDM5A,NUP153,0.6506744172527354
KDM5A,QSER1,0.6332457289793929
KDM5A,ZNF460,0.6317354323989377
KDM5A,POMK,0.6225545508579174
KDM5A,XRN1,0.6167945176937645
KDM5A,RAPH1,0.6219387172104568
KDM5A,SERF2,0.6569396472591656
KDM5A,ERC1,0.7629805516749998
KDM5A,KIF2A,0.6349754346901454
KDM5A,ERCC6L2,0.6122821094796058
KDM5A,RIF1,0.7064739348656915
KDM5A,ASXL2,0.6662766837050981
KDM5A,ZNF490,0.6304115653071048
KDM5A,RNF25,0.6058522957605277
KDM5A,IPO8,0.6127539473343075
KIF5B,ACBD5,0.6301194038120883
KIF5B,YME1L1,0.6459105491295168
KIF5B,WAC,0.7097486832355943
KIF5B,CUL2,0.6257115126642865
KIF5B,STAM,0.6730456482446797
KIF5B,USP34,0.6063144893772829
KIF5B,NCKAP1,0.6091878048485213
KIF5B,RIF1,0.6043699831565548
KIF5B,ASXL2,0.6006921156312021
DAXX,NELFE,0.6461389938440394
DAXX,RNF5,0.6057660104289919
DAXX,FKBPL,0.6756050373141328
DAXX,PFDN6,0.6664643824309925
DAXX,MRPL14,0.6091196450540407
DAXX,CUTA,0.664608319754145
DAXX,WDR46,0.6501716509791277
DAXX,EHMT2,0.6717855093095815
DAXX,SNRPC,0.6239258292480518
DDX10,ZW10,0.6828270859190008
DDX10,EI24,0.6138596241984776
DDX10,ZPR1,0.6112691389075493
DDX3X,NUDT1,0.6522919079626104
DDX3X,MRPL52,0.6777659097899631
DDX3X,MTM1,0.6270281987333425
DDX3X,TBCB,0.6505241664646318
DDX3X,LRRC45,0.6413417045583614
DDX3X,FASTK,0.6658126513821404
DDX3X,ZNF688,0.6247060210886927
DDX3X,CCDC186,0.6299417071493515
DDX3X,PCGF1,0.6094190159650121
DDX3X,CDC34,0.6290319986518469
DDX3X,ANAPC11,0.6585573720902844
DDX3X,TSSC4,0.6022997403902602
DDX3X,RASSF7,0.6233447835645296
DDX3X,RNASEH2C,0.6189946375609129
DDX3X,UBALD1,0.6301071099665704
DDX3X,RNF111,0.6418389633670406
DDX3X,PTPN11,0.649501536462285
DDX3X,RAB4B,0.6163661899262811
DDX3X,STX10,0.6488838082998479
DDX3X,CDC40,0.6171141842682887
DDX3X,IREB2,0.6723117234230961
DDX3X,ZNF205,0.6621037182103262
DDX3X,PRKRIP1,0.6181370502854449
DDX3X,NAA60,0.6583806657031338
DDX3X,TNKS2,0.6439575759096832
DDX3X,STX17,0.6215507751821392
DDX3X,PSMG3,0.6907887065537127
DDX3X,TEAD1,0.6254923890697497
DDX3X,NDUFS7,0.6034419759315675
DDX3X,BDP1,0.6320312856550556
DDX3X,DUSP23,0.6289594084192
DDX3X,HRAS,0.6032295666960348
DDX3X,PMF1,0.6800456585211274
DDX3X,POLRMT,0.6077424732404985
DDX3X,CCDC124,0.6607831931562062
DDX3X,SRRT,0.6046972516992175
DDX3X,PRPF31,0.6115501487758414
DDX3X,NR2F6,0.6207705271467925
DDX3X,INAFM1,0.6600659372084094
DDX3X,DYNC1LI2,0.6745626388893224
DDX3X,PHPT1,0.6296072542259814
DDX3X,UQCC2,0.6478723250811225
DDX3X,CEP131,0.6018480297971693
DDX3X,GPATCH2L,0.6031353655002293
DDX3X,PHF3,0.6084132991368991
DDX3X,TMEM54,0.6153874491682109
DDX3X,MXD3,0.6330337950516812
DDX3X,MAD1L1,0.6103500659038893
DDX3X,ECI1,0.618261402891694
DDX3X,NDUFS8,0.6417596961339288
DDX3X,FKBP2,0.6400382604800426
DDX3X,EPC2,0.6289123957585269
DDX3X,JMJD1C,0.6687975391854311
DDX3X,PPP4C,0.6322466428568871
DDX3X,SIRT7,0.6147558506222861
DDX3X,FAM50A,0.6420942220951147
DDX3X,ZNF106,0.6801351778097449
DDX3X,HERC1,0.6216068973093138
DDX3X,TMEM245,0.60199373821151
DDX3X,ANKFY1,0.6512183381711738
DDX3X,EXOSC4,0.631024728993083
DDX3X,NAA10,0.6597140812694248
DDX3X,KDM6A,0.7213086409894648
DDX3X,MRPL28,0.6633008869878516
DDX3X,SAMD1,0.6836410294409043
DDX3X,SNRPB,0.6014175170563296
DDX3X,NFAT5,0.7088498673172279
DDX3X,TFPT,0.6102628415070146
DDX3X,SLC25A39,0.6579209125771897
DDX3X,TIMM17B,0.6405734514901759
DDX3X,NAA38,0.6480943326342519
DDX3X,ZNF414,0.6077000174274119
DDX3X,PFDN6,0.6409639797032228
DDX3X,CHD9,0.6468068246668414
DDX3X,ZRANB1,0.6561119690979447
DDX3X,DRAP1,0.6977082818519266
DDX3X,TPRA1,0.6090431438420718
DDX3X,SCAF11,0.7146276268891338
DDX3X,GCC2,0.6531077153903609
DDX3X,TRMT112,0.6221967754010799
DDX3X,TRAPPC6A,0.610250946136835
DDX3X,PJA2,0.6411547409133705
DDX3X,MYDGF,0.6384113038858511
DDX3X,PHKG2,0.6329291130992147
DDX3X,PTGES2,0.6559005207859171
DDX3X,SDF2L1,0.6329320142803554
DDX3X,TMEM160,0.6679538747823479
DDX3X,MRPL14,0.6155006059693104
DDX3X,COMTD1,0.6247267669789613
DDX3X,POLR2H,0.6386313554285898
DDX3X,MYPOP,0.6177839582964804
DDX3X,SETX,0.6734476276501598
DDX3X,SDHAF1,0.6335195089281732
DDX3X,CCDC12,0.6543406483749238
DDX3X,LAMTOR2,0.7064089943197184
DDX3X,MIIP,0.6256916624013641
DDX3X,POP7,0.646104136874265
DDX3X,PIN1,0.6217897347500476
DDX3X,HMG20A,0.6130155308975049
DDX3X,SCNM1,0.6074043608382004
DDX3X,SCAND1,0.6199352116386668
DDX3X,LRWD1,0.6203894334360697
DDX3X,DMXL1,0.6561113772113037
DDX3X,TRAF2,0.6576089540825041
DDX3X,BRMS1,0.6215813039603867
DDX3X,ELOF1,0.6489852726571154
DDX3X,GTF2I,0.6315704303373951
DDX3X,SOS2,0.6092414116144399
DDX3X,BAD,0.6143032178446638
DDX3X,MPG,0.6170305830138304
DDX3X,MOSPD3,0.6296203094762379
DDX3X,SHPRH,0.7209996108790294
DDX3X,ZNF787,0.6331926951575475
DDX3X,C1orf35,0.7168944746944691
DDX3X,NBEAL1,0.6375727335195231
DDX3X,TTC37,0.6309189989745444
DDX3X,RABL6,0.6035239341776383
DDX3X,HIPK3,0.6137351491072183
DDX3X,R3HDM4,0.6327042462527158
DDX3X,RECQL,0.6534109727169389
DDX3X,ATP6V1F,0.6207598841221766
DDX3X,MZT2B,0.6988669280398025
DDX3X,NR2C2AP,0.6365838309685038
DDX3X,CUTA,0.6468628260783605
DDX3X,MORC3,0.6637186982106429
DDX3X,KLHL20,0.6146552582755156
DDX3X,CNPY2,0.6000882605057191
DDX3X,TRIP12,0.6113939861536756
DDX3X,SAC3D1,0.6631776147023589
DDX3X,KIDINS220,0.6538692033320485
DDX3X,ZBTB21,0.6480449819052501
DDX3X,EEA1,0.7011532404609367
DDX3X,ZNF593,0.6376923606418403
DDX3X,GMPPA,0.6068097736812753
DDX3X,SLK,0.660479871337617
DDX3X,TMEM238,0.6055472710499903
DDX3X,TAF1,0.6484569099515194
DDX3X,ARF5,0.6586214783840573
DDX3X,CDK5,0.6315331225203602
DDX3X,PEX16,0.6289452260815961
DDX3X,HDAC10,0.6229491019885002
DDX3X,LAMTOR4,0.6820942022322607
DDX3X,BANF1,0.61508825375608
DDX3X,DPP7,0.6146672143309568
DDX3X,APC,0.6924326458970673
DDX3X,SECISBP2L,0.6264107333022554
